Resource Category,Resource Type,Name,Description,visible,verified,tags,metricName,metricNamespace,severity,windowSize,evaluationFrequency,timeAggregation,operator,threshold,criterionType,dimensions,alertSensitivity,failingPeriods,metricMeasureColumn,resouceIdColumn,autoMitigate,references
OperationalInsights,workspaces,Average_Bytes Sent/sec,Average_Bytes Sent/sec. Supported for: Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-351",Average_Bytes Sent/sec,Microsoft.OperationalInsights/workspaces,1,PT5M,PT1M,Average,GreaterOrLessThan,,DynamicThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""InstanceName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""SourceSystem"", ""values"": [""*""]}]",Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 3}",,,,
OperationalInsights,workspaces,Average_Bytes Received/sec,Average_Bytes Received/sec. Supported for: Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-347",Average_Bytes Received/sec,Microsoft.OperationalInsights/workspaces,1,PT5M,PT1M,Average,GreaterOrLessThan,,DynamicThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""InstanceName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""SourceSystem"", ""values"": [""*""]}]",Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 3}",,,,
OperationalInsights,workspaces,Average_Total Bytes Transmitted,Average_Total Bytes Transmitted. Supported for: Linux. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-345",Average_Total Bytes Transmitted,Microsoft.OperationalInsights/workspaces,1,PT5M,PT1M,Average,GreaterOrLessThan,,DynamicThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""InstanceName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""SourceSystem"", ""values"": [""*""]}]",Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 3}",,,,
OperationalInsights,workspaces,Average_Total Bytes Received,Average_Total Bytes Received. Supported for: Linux. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-343",Average_Total Bytes Received,Microsoft.OperationalInsights/workspaces,1,PT5M,PT1M,Average,GreaterOrLessThan,,DynamicThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""InstanceName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""SourceSystem"", ""values"": [""*""]}]",Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 3}",,,,
OperationalInsights,workspaces,Event,Event. Supported for: Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-288",Event,Microsoft.OperationalInsights/workspaces,1,PT5M,PT1M,Count,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Source"", ""values"": [""service control manager""]}, {""operator"": ""Include"", ""name"": ""EventLog"", ""values"": [""system""]}, {""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""EventID"", ""values"": [""7031"", ""7024"", ""7034""]}]",,,,,,
OperationalInsights,workspaces,Average_Avg. Disk sec/Write,"Average_Avg. Disk sec/Write. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-281",Average_Avg. Disk sec/Write,Microsoft.OperationalInsights/workspaces,2,PT15M,PT5M,Average,GreaterThan,0.04,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""logicaldisk""]}]",,,,,,
OperationalInsights,workspaces,Average_Avg. Disk sec/Read,"Average_Avg. Disk sec/Read. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-273",Average_Avg. Disk sec/Read,Microsoft.OperationalInsights/workspaces,2,PT15M,PT5M,Average,GreaterThan,0.04,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""logicaldisk""]}]",,,,,,
OperationalInsights,workspaces,Average_% User Time,"Average_% User Time. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-269",Average_% User Time,Microsoft.OperationalInsights/workspaces,4,PT15M,PT1M,Average,GreaterThanOrEqual,90.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_% IO Wait Time,Average_% IO Wait Time. Supported for: Linux. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).,TRUE,FALSE,"auto-generated, agc-268",Average_% IO Wait Time,Microsoft.OperationalInsights/workspaces,4,PT15M,PT1M,Average,GreaterThanOrEqual,80.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}]",,,,,,
OperationalInsights,workspaces,Average_% Idle Time,"Average_% Idle Time. Supported for: Linux, Windows. Part of [metric alerts for logs feature](https://aka.ms/am-log-to-metric).",TRUE,FALSE,"auto-generated, agc-255",Average_% Idle Time,Microsoft.OperationalInsights/workspaces,2,PT15M,PT5M,Average,LessThan,20.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""Computer"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""ObjectName"", ""values"": [""logicaldisk""]}]",,,,,,
MachineLearningServices,workspaces,Failed Runs,Number of runs failed for this workspace. Count is updated when a run fails.,TRUE,FALSE,"auto-generated, agc-297",Failed Runs,Microsoft.MachineLearningServices/workspaces,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
MachineLearningServices,workspaces,Model Deploy Failed,Number of model deployments that failed in this workspace.,TRUE,TRUE,manual,Model Deploy Failed,Microsoft.MachineLearningServices/workspaces,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/machine-learning/monitor-azure-machine-learning?view=azureml-api-2#machine-learning-alert-rules
MachineLearningServices,workspaces,Quota Utilization Percentage,Percent of quota utilized.,TRUE,TRUE,manual,Quota Utilization Percentage,Microsoft.MachineLearningServices/workspaces,3,PT5M,PT1M,Average,GreaterThan,90.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/machine-learning/monitor-azure-machine-learning?view=azureml-api-2#machine-learning-alert-rules
MachineLearningServices,workspaces,Unusable Nodes,Number of unusable nodes. Unusable nodes are not functional due to some unresolvable issue. Azure will recycle these nodes.,TRUE,TRUE,manual,Unusable Nodes,Microsoft.MachineLearningServices/workspaces,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/machine-learning/monitor-azure-machine-learning?view=azureml-api-2#machine-learning-alert-rules
MachineLearningServices,workspaces,Not Responding Runs,Number of runs not responding for this workspace. Count is updated when a run enters Not Responding state.,TRUE,TRUE,manual,Not Responding Runs,Microsoft.MachineLearningServices/workspaces,3,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Network,expressRouteGateways,ERGatewayConnectionBitsInPerSecond,Bits per second ingressing Azure via ExpressRoute Gateway.  Applies to VWAN ExpressRoute Gateways.,TRUE,FALSE,alz,ERGatewayConnectionBitsInPerSecond,Microsoft.Network/expressRouteGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-expressroutegateways-metrics
Network,expressRouteGateways,ERGatewayConnectionBitsOutPerSecond,Bits per second egressing Azure via ExpressRoute Gateway.  Applies to VWAN ExpressRoute Gateways.,TRUE,FALSE,alz,ERGatewayConnectionBitsOutPerSecond,Microsoft.Network/expressRouteGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-expressroutegateways-metrics
Network,expressRouteGateways,ExpressRouteGatewayCpuUtilization,CPU Utilization of the ExpressRoute Gateway.  Applies to VWAN ExpressRoute Gateways.,TRUE,TRUE,alz,ExpressRouteGatewayCpuUtilization,Microsoft.Network/expressRouteGateways,1,PT5M,PT1M,Average,GreaterThan,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-expressroutegateways-metrics
Network,natGateways,DatapathAvailability,NAT Gateway Datapath Availability,TRUE,FALSE,"auto-generated, agc-1147",DatapathAvailability,Microsoft.Network/natGateways,4,PT30M,PT1M,Average,LessThan,90.0,StaticThresholdCriterion,,,,,,,
Network,natGateways,SNATConnectionCount,Total concurrent active connections,TRUE,FALSE,"auto-generated, agc-1117",SNATConnectionCount,Microsoft.Network/natGateways,4,PT5M,PT1M,Total,GreaterThan,0.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""ConnectionState"", ""values"": [""Failed""]}]",,,,,,
Network,natGateways,PacketDropCount,Count of dropped packets,TRUE,FALSE,"auto-generated, agc-503",PacketDropCount,Microsoft.Network/natGateways,1,PT5M,PT1M,Total,GreaterThan,5.0,StaticThresholdCriterion,,,,,,,
Network,natGateways,ByteCount,Total number of Bytes transmitted within time period,TRUE,FALSE,"auto-generated, agc-430",ByteCount,Microsoft.Network/natGateways,4,PT1M,PT1M,Total,GreaterThan,300000000000.0,StaticThresholdCriterion,,,,,,,
Network,natGateways,TotalConnectionCount,Total number of active SNAT connections,TRUE,FALSE,"auto-generated, agc-412",TotalConnectionCount,Microsoft.Network/natGateways,2,PT5M,PT1M,Total,GreaterThan,50000.0,StaticThresholdCriterion,,,,,,,
Network,networkWatchers,connectionMonitors - TestResult,Connection monitor test result,TRUE,FALSE,"auto-generated, agc-2626",TestResult,Microsoft.Network/networkWatchers/connectionMonitors,3,PT5M,PT1M,Maximum,GreaterThan,2.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""SourceName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""DestinationName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""TestGroupName"", ""values"": [""*""]}, {""operator"": ""Include"", ""name"": ""TestConfigurationName"", ""values"": [""*""]}]",,,,,,
Network,networkWatchers,connectionMonitors - ChecksFailedPercent,% of connectivity monitoring checks failed,TRUE,FALSE,"auto-generated, agc-2269",ChecksFailedPercent,Microsoft.Network/networkWatchers/connectionMonitors,1,PT5M,PT1M,Average,GreaterThan,50.0,StaticThresholdCriterion,,,,,,,
Network,networkWatchers,connectionMonitors - RoundTripTimeMs,Round-trip time in milliseconds for the connectivity monitoring checks,TRUE,FALSE,"auto-generated, agc-959",RoundTripTimeMs,Microsoft.Network/networkWatchers/connectionMonitors,3,PT5M,PT1M,Average,GreaterThan,500.0,StaticThresholdCriterion,,,,,,,
Network,networkWatchers,connectionMonitors - ProbesFailedPercent,% of connectivity monitoring probes failed,TRUE,FALSE,"auto-generated, agc-729",ProbesFailedPercent,Microsoft.Network/networkWatchers/connectionMonitors,3,PT5M,PT1M,Average,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Network,connections,BitsInPerSecond,Bits ingressing Azure per second,TRUE,FALSE,"auto-generated, agc-766",BitsInPerSecond,Microsoft.Network/connections,3,PT15M,PT5M,Average,GreaterThan,6000000000.0,StaticThresholdCriterion,,,,,,,
Network,connections,BitsOutPerSecond,Bits egressing Azure per second,TRUE,FALSE,"auto-generated, agc-718",BitsOutPerSecond,Microsoft.Network/connections,3,PT15M,PT5M,Average,GreaterThan,6000000000.0,StaticThresholdCriterion,,,,,,,
Network,azureFirewalls,FirewallHealth,Indicates the overall health of this firewall,TRUE,FALSE,alz,FirewallHealth,Microsoft.Network/azureFirewalls,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,https://docs.microsoft.com/en-us/azure/firewall/logs-and-metrics#metrics
Network,azureFirewalls,SNATPortUtilization,Percentage of outbound SNAT ports currently in use,TRUE,FALSE,alz,SNATPortUtilization,Microsoft.Network/azureFirewalls,1,PT5M,PT1M,Average,GreaterThan,80,StaticThresholdCriterion,,,,,,false,https://docs.microsoft.com/en-us/azure/firewall/logs-and-metrics#metrics
Network,azureFirewalls,Throughput,Throughput processed by this firewall,TRUE,FALSE,"auto-generated, agc-446",Throughput,Microsoft.Network/azureFirewalls,2,PT5M,PT1M,Average,GreaterThan,27000000000.0,StaticThresholdCriterion,,,,,,,
Network,bastionHosts,Bastion Communication Status,Communication status shows 1 if all communication is good and 0 if its bad.,TRUE,FALSE,,pingmesh,Microsoft.Network/bastionHosts,2,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-bastionhosts-metrics
Network,bastionHosts,CPU Usage,CPU Usage stats.,TRUE,FALSE,,usage_user,Microsoft.Network/bastionHosts,3,PT5M,PT5M,Average,GreaterThan,85,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-bastionhosts-metrics
Network,bastionHosts,Memory Usage,Memory Usage stats.,TRUE,FALSE,,used,Microsoft.Network/bastionHosts,3,PT5M,PT5M,Average,GreaterThan,85,StaticThresholdCriterion,,,,,,,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-bastionhosts-metrics
Network,vpnGateways,TunnelAverageBandwidth,Metric Alert for VPN Gateway Bandwidth Utilization,TRUE,FALSE,alz,TunnelAverageBandwidth,Microsoft.Network/vpnGateways,0,PT5M,PT1M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,"https://learn.microsoft.com/en-us/azure/service-health/alerts-activity-log-service-notifications-portal
https://www.microsoft.com/videoplayer/embed/RE2OtUa"
Network,vpnGateways,BGP Peer Status,Metric Alert for VPN Gateway BGP peer status,TRUE,FALSE,alz,BgpPeerStatus,Microsoft.Network/vpnGateways,0,PT5M,PT1M,Total,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelEgressBytes,Metric Alert for VPN Gateway tunnel egress bytes,TRUE,FALSE,alz,TunnelEgressBytes,Microsoft.Network/vpnGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelEgressPacketDropCount,Metric Alert for VPN Gateway tunnel TunnelEgressPacketDropCount,TRUE,FALSE,alz,TunnelEgressPacketDropCount,Microsoft.Network/vpnGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelEgressPacketDropTSMismatch,Metric Alert for VPN Gateway tunnel TunnelEgressPacketDropTSMismatch,TRUE,FALSE,alz,TunnelEgressPacketDropTSMismatch,Microsoft.Network/vpnGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelIngressBytes,Metric Alert for VPN Gateway TunnelIngressBytes,TRUE,FALSE,alz,TunnelIngressBytes,Microsoft.Network/vpnGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelIngressPacketDropCount,Metric Alert for VPN Gateway tunnel TunnelIngressPacketDropCount,TRUE,FALSE,alz,TunnelIngressPacketDropCount,Microsoft.Network/vpnGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,vpnGateways,TunnelIngressPacketDropTSMismatch,Metric Alert for Vnet Gateway tunnel TunnelIngressPacketDropTSMismatch,TRUE,FALSE,alz,TunnelIngressPacketDropTSMismatch,Microsoft.Network/vpnGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-vpngateways-metrics
Network,virtualNetworkGateways,TunnelAverageBandwidth,Average bandwidth of a tunnel in bytes per second,TRUE,FALSE,alz,TunnelAverageBandwidth,Microsoft.Network/virtualNetworkGateways,0,PT5M,PT1M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelEgressBytes,Metric Alert for VNet Gateway Tunnel Egress Bytes,TRUE,FALSE,alz,TunnelEgressBytes,Microsoft.Network/virtualNetworkGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelEgressPacketDropCount,Metric Alert for Vnet Gateway tunnel TunnelEgressPacketDropCount,TRUE,FALSE,alz,TunnelEgressPacketDropCount,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelEgressPacketDropTSMismatch,Metric Alert for Vnet Gateway tunnel TunnelEgressPacketDropTSMismatch,TRUE,FALSE,alz,TunnelEgressPacketDropTSMismatch,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,ExpressRouteGatewayBitsPerSecond,Metric Alert for VNet Gateway Express Route Bits Per Second,TRUE,FALSE,alz,ExpressRouteGatewayBitsPerSecond,Microsoft.Network/virtualNetworkGateways,0,PT5M,PT1M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,ExpressRouteGatewayCpuUtilization,CPU Utilization of the ExpressRoute Gateway,TRUE,FALSE,alz,ExpressRouteGatewayCpuUtilization,Microsoft.Network/virtualNetworkGateways,1,PT5M,PT1M,Average,GreaterThan,80,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelIngressBytes,Metric Alert for VNet Gateway Tunnel ingress Bytes,TRUE,FALSE,alz,TunnelIngressBytes,Microsoft.Network/virtualNetworkGateways,0,PT5M,PT5M,Average,LessThan,1,StaticThresholdCriterion,,,,,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelIngressPacketDropCount,Metric Alert for Vnet Gateway tunnel TunnelIngressPacketDropCount,TRUE,FALSE,alz,TunnelIngressPacketDropCount,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,TunnelIngressPacketDropTSMismatch,Metric Alert for Vnet Gateway tunnel TunnelIngressPacketDropTSMismatch,TRUE,FALSE,alz,TunnelIngressPacketDropTSMismatch,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,https://learn.microsoft.com/en-us/azure/azure-monitor/reference/supported-metrics/microsoft-network-virtualnetworkgateways-metrics
Network,virtualNetworkGateways,AverageBandwidth,Site-to-site bandwidth of a gateway in bytes per second,TRUE,FALSE,"auto-generated, agc-342",AverageBandwidth,Microsoft.Network/virtualNetworkGateways,3,PT5M,PT5M,Average,GreaterThan,450000000.0,StaticThresholdCriterion,,,,,,,
Network,expressRouteCircuits,ArpAvailability,ARP Availability from MSEE towards all peers.,TRUE,TRUE,alz,ArpAvailability,Microsoft.Network/expressRouteCircuits,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://docs.microsoft.com/azure/expressroute/monitor-expressroute#alerts
https://docs.microsoft.com/azure/expressroute/monitor-expressroute#sample-kusto-queries"
Network,expressRouteCircuits,BgpAvailability,BGP Availability from MSEE towards all peers.,TRUE,TRUE,alz,BgpAvailability,Microsoft.Network/expressRouteCircuits,0,PT5M,PT1M,Average,LessThan,90,StaticThresholdCriterion,,,,,,false,"https://docs.microsoft.com/azure/expressroute/monitor-expressroute#alerts
https://docs.microsoft.com/azure/expressroute/monitor-expressroute#sample-kusto-queries"
Network,expressRouteCircuits,QosDropBitsInPerSecond,Ingress bits of data dropped per second,TRUE,FALSE,alz,QosDropBitsInPerSecond,Microsoft.Network/expressRouteCircuits,2,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,"https://docs.microsoft.com/azure/expressroute/monitor-expressroute#alerts
https://docs.microsoft.com/azure/expressroute/monitor-expressroute#sample-kusto-queries"
Network,expressRouteCircuits,QosDropBitsOutPerSecond,Egress bits of data dropped per second,TRUE,FALSE,alz,QosDropBitsOutPerSecond,Microsoft.Network/expressRouteCircuits,2,PT5M,PT5M,Average,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 4, ""minFailingPeriodsToAlert"": 4}",,,false,"https://docs.microsoft.com/azure/expressroute/monitor-expressroute#alerts
https://docs.microsoft.com/azure/expressroute/monitor-expressroute#sample-kusto-queries"
Network,expressRouteCircuits,BitsInPerSecond,Bits ingressing Azure per second,TRUE,FALSE,"auto-generated, agc-1594",BitsInPerSecond,Microsoft.Network/expressRouteCircuits,2,PT5M,PT1M,Average,GreaterThan,800000000.0,StaticThresholdCriterion,,,,,,,
Network,expressRouteCircuits,BitsOutPerSecond,Bits egressing Azure per second,TRUE,FALSE,"auto-generated, agc-1381",BitsOutPerSecond,Microsoft.Network/expressRouteCircuits,2,PT5M,PT1M,Average,GreaterThan,800000000.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,Backend Last Byte Response Time,Time interval between start of establishing a connection to backend server and receiving the last byte of the response body,TRUE,FALSE,alz,BackendLastByteResponseTime,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Total,GreaterThan,,DynamicThresholdCriterion,,Medium,"{""numberOfEvaluationPeriods"": 2, ""minFailingPeriodsToAlert"": 2}",,,false,"https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway-reference
https://learn.microsoft.com/azure/application-gateway/application-gateway-metrics
https://learn.microsoft.com/azure/application-gateway/monitor-application-gateway"
Network,applicationGateways,UnhealthyHostCount,Number of unhealthy backend hosts,TRUE,FALSE,"auto-generated, agc-12269",UnhealthyHostCount,Microsoft.Network/applicationGateways,1,PT5M,PT1M,Average,GreaterThan,0.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,FailedRequests,Count of failed requests that Application Gateway has served,TRUE,FALSE,"auto-generated, agc-5684",FailedRequests,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,HealthyHostCount,Number of healthy backend hosts,TRUE,FALSE,"auto-generated, agc-4212",HealthyHostCount,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Average,LessThan,1.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,ResponseStatus,Http response status returned by Application Gateway,TRUE,FALSE,"auto-generated, agc-2218",ResponseStatus,Microsoft.Network/applicationGateways,1,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""HttpStatusGroup"", ""values"": [""5xx""]}]",,,,,,
Network,applicationGateways,ApplicationGatewayTotalTime,"Time that it takes for a request to be processed and its response to be sent. This is the interval from the time when Application Gateway receives the first byte of an HTTP request to the time when the response send operation finishes. It's important to note that this usually includes the Application Gateway processing time, time that the request and response packets are traveling over the network and the time the backend server took to respond.",TRUE,FALSE,"auto-generated, agc-1728",ApplicationGatewayTotalTime,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Average,GreaterThan,5000.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,CapacityUnits,Capacity Units consumed,TRUE,FALSE,"auto-generated, agc-1673",CapacityUnits,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Average,GreaterThan,75.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,BackendResponseStatus,The number of HTTP response codes generated by the backend members. This does not include any response codes generated by the Application Gateway.,TRUE,FALSE,"auto-generated, agc-1481",BackendResponseStatus,Microsoft.Network/applicationGateways,2,PT5M,PT1M,Total,GreaterThan,10.0,StaticThresholdCriterion,"[{""operator"": ""Include"", ""name"": ""HttpStatusGroup"", ""values"": [""5xx""]}]",,,,,,
Network,applicationGateways,CpuUtilization,Current CPU utilization of the Application Gateway,TRUE,FALSE,"auto-generated, agc-1234",CpuUtilization,Microsoft.Network/applicationGateways,3,PT5M,PT1M,Average,GreaterThan,80.0,StaticThresholdCriterion,,,,,,,
Network,applicationGateways,BackendConnectTime,Time spent establishing a connection with a backend server,TRUE,FALSE,"auto-generated, agc-1222",BackendConnectTime,Microsoft.Network/applicationGateways,2,PT5M,PT5M,Average,GreaterThan,10000.0,StaticThresholdCriterion,,,,,,,
